0.0,0.4966,0.0,0.0,0.4966,0.3717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4966,0.0,0.4966,0.0,0.3717,0.4966,0.3717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4966,0.0,0.4966,0.0,0.3717,0.4966,0.3717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4966,0.0,0.0,0.0,0.3717,0.4966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4966,0.3717,0.0,0.0,0.0,0.4966,0.0,0.0,0.4966,0.3717,0.0,0.0,0.0,0.0,0.0,0.0
0.3717,0.4966,0.3717,0.0,0.4966,0.0,0.4966,0.0,0.3717,0.4966,0.3717,0.0,0.0,0.0,0.0,0.0
0.0,0.3717,0.4966,0.3717,0.0,0.4966,0.0,0.4966,0.0,0.3717,0.4966,0.3717,0.0,0.0,0.0,0.0
0.0,0.0,0.3717,0.4966,0.0,0.0,0.4966,0.0,0.0,0.0,0.3717,0.4966,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.4966,0.3717,0.0,0.0,0.0,0.4966,0.0,0.0,0.4966,0.3717,0.0,0.0
0.0,0.0,0.0,0.0,0.3717,0.4966,0.3717,0.0,0.4966,0.0,0.4966,0.0,0.3717,0.4966,0.3717,0.0
0.0,0.0,0.0,0.0,0.0,0.3717,0.4966,0.3717,0.0,0.4966,0.0,0.4966,0.0,0.3717,0.4966,0.3717
0.0,0.0,0.0,0.0,0.0,0.0,0.3717,0.4966,0.0,0.0,0.4966,0.0,0.0,0.0,0.3717,0.4966
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4966,0.3717,0.0,0.0,0.0,0.4966,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3717,0.4966,0.3717,0.0,0.4966,0.0,0.4966,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3717,0.4966,0.3717,0.0,0.4966,0.0,0.4966
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3717,0.4966,0.0,0.0,0.4966,0.0
